season,team,team_id,team_hca,team_rcp,win_pct,opp_win_pct,opp_opp_win_pct,sos_v0
2015-16,ATL,1610612737,5.9,1.32,0.585,0.5,0.499,0.0
2015-16,BOS,1610612738,5.56,0.85,0.585,0.489,0.5,0.0
2015-16,CLE,1610612739,8.24,3.76,0.695,0.483,0.501,0.0
2015-16,NOP,1610612740,-0.66,-6.93,0.366,0.507,0.5,0.0
2015-16,CHI,1610612741,1.63,-4.59,0.512,0.5,0.499,0.0
2015-16,DAL,1610612742,2.37,-2.98,0.512,0.507,0.5,0.0
2015-16,DEN,1610612743,-2.34,-3.85,0.402,0.508,0.5,0.0
2015-16,GSW,1610612744,14.39,7.12,0.89,0.484,0.501,0.0
2015-16,HOU,1610612745,1.68,-1.29,0.5,0.503,0.5,0.0
2015-16,LAC,1610612746,6.88,1.68,0.646,0.492,0.501,0.0
2015-16,LAL,1610612747,-6.2,-12.93,0.207,0.519,0.499,0.0
2015-16,MIA,1610612748,5.37,-2.07,0.585,0.496,0.5,0.0
2015-16,MIL,1610612749,-1.02,-7.34,0.402,0.508,0.499,0.0
2015-16,MIN,1610612750,-3.8,-3.27,0.354,0.504,0.5,0.0
2015-16,BKN,1610612751,-5.07,-9.63,0.256,0.51,0.499,0.0
2015-16,NYK,1610612752,-1.49,-3.98,0.39,0.503,0.499,0.0
2015-16,ORL,1610612753,2.34,-5.59,0.427,0.5,0.5,0.0
2015-16,IND,1610612754,4.05,-0.63,0.549,0.5,0.499,0.0
2015-16,PHI,1610612755,-9.63,-10.83,0.122,0.515,0.499,0.0
2015-16,PHX,1610612756,-2.71,-10.61,0.28,0.51,0.5,0.0
2015-16,POR,1610612757,5.71,-4.05,0.537,0.503,0.5,0.0
2015-16,SAC,1610612758,-1.12,-3.83,0.402,0.504,0.5,0.0
2015-16,SAS,1610612759,13.98,7.29,0.817,0.487,0.501,0.0
2015-16,OKC,1610612760,9.85,4.71,0.671,0.493,0.501,0.0
2015-16,TOR,1610612761,6.56,2.44,0.683,0.486,0.501,0.0
2015-16,UTA,1610612762,5.51,-1.93,0.488,0.502,0.5,0.0
2015-16,MEM,1610612763,0.37,-4.85,0.512,0.499,0.501,0.0
2015-16,WAS,1610612764,2.54,-3.54,0.5,0.501,0.499,0.0
2015-16,DET,1610612765,5.0,-3.78,0.537,0.495,0.5,0.0
2015-16,CHA,1610612766,6.37,-0.93,0.585,0.489,0.5,0.0
